id,name,sourceName
NM_1246_1,ST02 - Workers away and workers within area (10% Sample) [1961 census],census_1961_st
NM_1247_1,ST03 - Workers by age (10% Sample) [1961 census],census_1961_st
NM_1248_1,ST04 - Out of work (10% Sample) [1961 census],census_1961_st
NM_1249_1,ST05 - Industry (10% Sample) [1961 census],census_1961_st
NM_1250_1,ST06 - Terminal education age (10% Sample) [1961 census],census_1961_st
NM_1251_1,ST07 - Socio-economic group (10% Sample) [1961 census],census_1961_st
NM_1252_1,ST08 - Changing usual residence during the previous year (10% Sample) [1961 census],census_1961_st
NM_1253_1,ST09 - Families (10% Sample) [1961 census],census_1961_st
NM_1254_1,"SC11 - Dwellings by building type, rooms and household spaces [1961 census]",census_1961_sh
NM_1255_1,SH05b - Non-private population - Not hotels - Establishments [1961 Census],census_1961_sh
NM_1256_1,"SC13 - Private households by size, rooms occupied and sharing of dwellings [1961 census]",census_1961_sh
NM_1257_1,SC22 - Dwellings by availability of certain household arrangements [1961 census],census_1961_sh
NM_1280_1,UKMIG001 - Migration by sex by age,census_2011_ukmigration
NM_1281_1,UKMIG002 - Migration by family status,census_2011_ukmigration
NM_1282_1,UKMIG003 - Migration by ethnic group by age,census_2011_ukmigration
NM_1283_1,UKMIG004 - Migration by ethnic group by NS-SeC,census_2011_ukmigration
NM_1284_1,UKMIG005 - Migration by long-term health problem or disability,census_2011_ukmigration
NM_1285_1,UKMIG006 - Migration by economic activity,census_2011_ukmigration
NM_1286_1,UKMIG007 - Migration by NS-SeC,census_2011_ukmigration
NM_1287_1,UKMIG008 - Migration,census_2011_ukmigration
NM_1288_1,UKMIG009 -  Household migration by household composition,census_2011_ukmigration
NM_1289_1,UKMIG010 - Household migration by dependent children by age of household reference person (HRP),census_2011_ukmigration
NM_1290_1,UKMIG011 -  Household migration by tenure,census_2011_ukmigration
NM_1291_1,UKMIG012 - Household migration by economic activity - Household Reference Person (HRP),census_2011_ukmigration
NM_1292_1,UKMIG013 - Household migration by NS-SeC - Household Reference Person (HRP),census_2011_ukmigration
NM_1300_1,WP101EW - Population (Workplace population),census_2011_wp
NM_1302_1,WP201EW - Ethnic group (Workplace population),census_2011_wp
NM_1303_1,WP203EW - Country of birth (Workplace population),census_2011_wp
NM_1304_1,WP204EW - Main language (Workplace population),census_2011_wp
NM_1305_1,WP206WA - Welsh language skills (Workplace population),census_2011_wp
NM_1306_1,WP207WA - Welsh language skills (detailed) (Workplace population),census_2011_wp
NM_1307_1,WP210EW - Religion (Workplace population),census_2011_wp
NM_1308_1,WP212EW - Passports held (detailed) (Workplace population),census_2011_wp
NM_1309_1,WP302EW - General Health (Workplace population),census_2011_wp
NM_1310_1,WP403EW - Tenure - People (Workplace population),census_2011_wp
NM_1311_1,WP501EW - Highest level of qualification (Workplace population),census_2011_wp
NM_1312_1,WP601EW - Employment Status (Workplace population),census_2011_wp
NM_1313_1,WP604EW - Hours worked (Workplace population),census_2011_wp
NM_1314_1,WP605EW - Industry (Workplace population),census_2011_wp
NM_1315_1,WP606EW - Occupation (Minor groups) (Workplace population),census_2011_wp
NM_1316_1,WP607EW - NS-SeC (Workplace population),census_2011_wp
NM_1317_1,WP613EW - Approximated social grade (Workplace population),census_2011_wp
NM_1318_1,WP703EW - Method of travel to work (2001 specification) (Workplace population),census_2011_wp
NM_1319_1,WP803EW - Length of residence in the UK (Workplace population),census_2011_wp
NM_1320_1,WP1101EW - Sex by single year of age (Workplace population),census_2011_wp
NM_1321_1,WP6110EW - Industry by age (Workplace population),census_2011_wp
NM_1322_1,WP6112EW - Occupation by age (Workplace population),census_2011_wp
NM_1323_1,WP6501EW - Occupation by highest level of qualification (Workplace population),census_2011_wp
NM_1324_1,WP6503EW - Industry by highest level of qualification (Workplace population),census_2011_wp
NM_1325_1,WP6604EW - Occupation by industry (Workplace population),census_2011_wp
NM_1326_1,WP7101EW - Method of travel to work by age (Workplace population),census_2011_wp
NM_1327_1,WP7102EW - Distance travelled to work by age (Workplace population),census_2011_wp
NM_1328_1,WP7606EW - Distance travelled to work by industry (Workplace population),census_2011_wp
NM_1329_1,WP7607EW - Distance travelled to work by occupation (Workplace population),census_2011_wp
NM_1330_1,WP7701EW - Method of travel to work (2001 specification) by distance travelled to work (Workplace population),census_2011_wp
NM_1331_1,WP7103EW - Workplace and usual residence by method of travel to work (2001 specification) (Workplace population),census_2011_wp
NM_1351_1,OT107EW - Marital and civil partnership status (Out of term-time population),census_2011_ot
NM_1352_1,OT1101EW - Sex by five-year age group (Out of term-time population),census_2011_ot
NM_1353_1,OT1117EW - Sex by single year of age (Out of term-time population),census_2011_ot
NM_1354_1,OT201EW - Ethnic group (Out of term-time population),census_2011_ot
NM_1355_1,OT203EW - Country of birth (detailed) (Out of term-time population),census_2011_ot
NM_1356_1,OT204EW - Main language (detailed) (Out of term-time population),census_2011_ot
NM_1357_1,OT206WA - Welsh Language Skills  (Out of term-time population),census_2011_ot
NM_1358_1,OT207WA - Welsh Language Skills (Detailed)  (Out of term-time population),census_2011_ot
NM_1359_1,OT210EW - Religion (Out of term-time population),census_2011_ot
NM_1360_1,OT212EW - Passports held (detailed) (Out of term-time population),census_2011_ot
NM_1361_1,OT301EW - Provision of unpaid care (Out of term-time population),census_2011_ot
NM_1362_1,OT302EW - General health (Out of term-time population),census_2011_ot
NM_1363_1,OT501EW - Highest level of qualification (Out of term-time population),census_2011_ot
NM_1364_1,OT601EW - Economic activity (Out of term-time population),census_2011_ot
NM_1365_1,OT603EW - Economic activity - Full-time students (Out of term-time population),census_2011_ot
NM_1366_1,OT604EW - Hours worked (Out of term-time population),census_2011_ot
NM_1367_1,OT605EW - Industry (Out of term-time population),census_2011_ot
NM_1368_1,OT606EW - Occupation (Minor groups) (Out of term-time population),census_2011_ot
NM_1369_1,OT607EW - NS-SeC (Out of term-time population),census_2011_ot
NM_1370_1,OT803EW - Length of residence in the UK (Out of term-time population),census_2011_ot
NM_1400_1,LC3406EW - General health by car or van availability by sex,census_2011_lc
NM_1401_1,LC6124EW - Approximated social grade by sex by age,census_2011_lc
NM_1402_1,LC6125EW - Approximated social grade by adult lifestage,census_2011_lc
NM_1403_1,LC3408EW - Long-term health problem or disability by tenure by age,census_2011_lc
NM_1404_1,LC3409EW - General health by tenure by age,census_2011_lc
NM_1405_1,LC3305EW - Long-term health problem or disability by provision of unpaid care by sex,census_2011_lc
NM_1406_1,LC3407EW - Long-term health problem or disability by car or van availability by age,census_2011_lc
NM_1407_1,LC3307EW - Provision of unpaid care by general health by households with people who have a long-term health problem or disability,census_2011_lc
NM_1408_1,LC3306EW - Provision of unpaid care by households with people with a long-term health problem or disability by economic activity by sex,census_2011_lc
NM_1410_1,LC3102EW - Long-term health problem or disability by number of children in family,census_2011_lc
NM_1411_1,LC2122EW - Country of birth by number of children in family,census_2011_lc
NM_1412_1,LC2123EW - Religion of dependent child by sex,census_2011_lc
NM_1413_1,LC2124EW - Proficiency in English of dependent child by sex,census_2011_lc
NM_1414_1,LC1117EW - Sex by age,census_2011_lc
NM_1420_1,"CR03 - Acreage, population, private families and dwellings [1921 census]",census_1921_cr
NM_1421_1,CR14 - Ages (five-year age groups) and marital condition [and sex] [1921 census],census_1921_cr
NM_1423_1,"CR12 - Institutions: Number, total population and inmates [1921 census]",census_1921_cr
NM_1424_1,CR24 - Orphanhood of children aged less than 15 [1921 census],census_1921_cr
NM_1425_1,CR16i - Occupation status by sex of persons aged 12 years and over [1921 census],census_1921_cr
NM_1426_1,CR16ii - Occupations by sex of persons aged 12 years and over [1921 census],census_1921_cr
NM_1428_1,CR21 - Birthplaces of the Population [1921 census],census_1921_cr
NM_1429_1,CR22 - Foreign born population by country of birth and nationality [1921 census],census_1921_cr
NM_1500_1,KS103UK - Marital and civil partnership status,census_2011_ksuk
NM_1501_1,KS104UK - Living arrangements,census_2011_ksuk
NM_1502_1,KS105UK - Household composition,census_2011_ksuk
NM_1503_1,KS107UK - Lone parent households with dependent children,census_2011_ksuk
NM_1504_1,KS201UK - Ethnic group,census_2011_ksuk
NM_1505_1,KS301UK - Health and provision of unpaid care,census_2011_ksuk
NM_1506_1,"KS401UK - Dwellings, household spaces and accommodation type",census_2011_ksuk
NM_1507_1,KS402UK - Tenure,census_2011_ksuk
NM_1508_1,KS404UK - Car or van availability,census_2011_ksuk
NM_1509_1,KS405UK - Communal establishment residents,census_2011_ksuk
NM_1510_1,KS501UK - Qualifications and students,census_2011_ksuk
NM_1511_1,KS601UK - Economic activity,census_2011_ksuk
NM_1512_1,KS602UK - Economic activity - Males,census_2011_ksuk
NM_1513_1,KS603UK - Economic activity - Females,census_2011_ksuk
NM_1514_1,KS604UK - Hours worked,census_2011_ksuk
NM_1515_1,KS605UK - Industry,census_2011_ksuk
NM_1516_1,KS606UK - Industry - Males,census_2011_ksuk
NM_1517_1,KS607UK - Industry - Females,census_2011_ksuk
NM_1518_1,KS608UK - Occupation,census_2011_ksuk
NM_1519_1,KS609UK - Occupation - Males,census_2011_ksuk
NM_1520_1,KS610UK - Occupation - Females,census_2011_ksuk
NM_1521_1,KS611UK - NS-SeC,census_2011_ksuk
NM_1522_1,KS612UK - NS-SeC - Males,census_2011_ksuk
NM_1523_1,KS613UK - NS-SeC - Females,census_2011_ksuk
NM_1530_1,QS101UK - Residence type,census_2011_qsuk
NM_1531_1,QS103UK - Age by single year,census_2011_qsuk
NM_1532_1,QS104UK - Sex,census_2011_qsuk
NM_1533_1,QS105UK - Schoolchildren and full-time students at their non term-time address,census_2011_qsuk
NM_1534_1,QS108UK - Living arrangements,census_2011_qsuk
NM_1535_1,QS110UK - Adult lifestage (alternative adult definition),census_2011_qsuk
NM_1536_1,QS111UK - Household lifestage,census_2011_qsuk
NM_1537_1,QS112UK - Household composition - People,census_2011_qsuk
NM_1538_1,QS113UK - Household composition - Households,census_2011_qsuk
NM_1539_1,QS114UK - Household composition (alternative child and adult definitions)  - People,census_2011_qsuk
NM_1540_1,QS115UK - Household composition (alternative child/adult definitions)  - Households,census_2011_qsuk
NM_1541_1,QS117UK - People aged 18 to 64 living in a one adult household,census_2011_qsuk
NM_1542_1,QS118UK - Families with dependent children,census_2011_qsuk
NM_1543_1,QS202UK - Multiple ethnic group,census_2011_qsuk
NM_1544_1,QS203UK - Country of birth,census_2011_qsuk
NM_1545_1,QS301UK - Provision of unpaid care,census_2011_qsuk
NM_1546_1,QS302UK - General health,census_2011_qsuk
NM_1547_1,QS303UK - Long-term health problem or disability,census_2011_qsuk
NM_1548_1,QS401UK - Accommodation type - People,census_2011_qsuk
NM_1549_1,QS402UK - Accommodation type - Households,census_2011_qsuk
NM_1550_1,QS403UK - Tenure - People,census_2011_qsuk
NM_1551_1,QS404UK - Tenure - Household Reference Person aged 65 and over,census_2011_qsuk
NM_1552_1,QS405UK - Tenure - Households,census_2011_qsuk
NM_1553_1,QS406UK - Household size,census_2011_qsuk
NM_1554_1,QS407UK - Number of rooms,census_2011_qsuk
NM_1555_1,QS408UK - Occupancy rating,census_2011_qsuk
NM_1556_1,QS409UK - Persons per room - Households,census_2011_qsuk
NM_1557_1,QS410UK - Persons per room - People,census_2011_qsuk
NM_1558_1,QS415UK - Central heating,census_2011_qsuk
NM_1559_1,QS417UK - Household spaces,census_2011_qsuk
NM_1560_1,QS418UK - Dwellings,census_2011_qsuk
NM_1561_1,QS419UK - Position in communal establishment,census_2011_qsuk
NM_1562_1,QS420UK - Communal establishment management and type -  Communal establishments,census_2011_qsuk
NM_1563_1,QS421UK - Communal establishment management and type - People,census_2011_qsuk
NM_1564_1,QS501UK - Highest level of qualification,census_2011_qsuk
NM_1565_1,QS601UK - Economic activity,census_2011_qsuk
NM_1566_1,QS603UK - Economic activity - Full-time students,census_2011_qsuk
NM_1567_1,QS604UK - Hours worked,census_2011_qsuk
NM_1568_1,QS605UK - Industry,census_2011_qsuk
NM_1569_1,QS606UK - Occupation,census_2011_qsuk
NM_1570_1,QS607UK - NS-SeC,census_2011_qsuk
NM_1571_1,QS608UK - NS-SeC of Household Reference Person (HRP) - People aged under 65,census_2011_qsuk
NM_1572_1,QS609UK - NS-SeC of Household Reference Person (HRP) - People,census_2011_qsuk
NM_1573_1,QS610UK - NS-SeC of Household Reference Person (HRP) - HRP aged under 65,census_2011_qsuk
NM_1574_1,QS611UK - Approximated social grade - Household Reference Person (HRP) aged 16 - 64,census_2011_qsuk
NM_1575_1,QS612UK - Year last worked,census_2011_qsuk
NM_1602_1,KS002 - Age structure,census_2001_ks
NM_1603_1,KS003 - Living arrangements,census_2001_ks
NM_1604_1,KS004 - Marital Status,census_2001_ks
NM_1605_1,KS005 - Country of birth,census_2001_ks
NM_1606_1,KS006 - Ethnic group,census_2001_ks
NM_1607_1,KS007 - Religion,census_2001_ks
NM_1608_1,KS008 - Health and provision of unpaid care,census_2001_ks
NM_1609_1,KS009a - Economic activity,census_2001_ks
NM_1610_1,KS009b - Economic activity - males,census_2001_ks
NM_1611_1,KS009c - Economic activity - females,census_2001_ks
NM_1612_1,KS010 - Hours worked,census_2001_ks
NM_1613_1,KS011a - Industry of employment,census_2001_ks
NM_1614_1,KS011b - Industry of employment - males,census_2001_ks
NM_1615_1,KS011c - Industry of employment - females,census_2001_ks
NM_1616_1,KS012a - Occupation groups,census_2001_ks
NM_1617_1,KS012b - Occupation groups - males,census_2001_ks
NM_1618_1,KS012c - Occupation groups - females,census_2001_ks
NM_1619_1,KS013 - Qualifications and students,census_2001_ks
NM_1620_1,KS014a - NS-SeC,census_2001_ks
NM_1621_1,KS014b - NS-SeC - males,census_2001_ks
NM_1622_1,KS014c - NS-SeC - females,census_2001_ks
NM_1623_1,KS015 - Travel to work,census_2001_ks
NM_1624_1,KS016 - Household spaces and accommodation type,census_2001_ks
NM_1625_1,KS017 - Cars or Vans,census_2001_ks
NM_1626_1,KS018 - Tenure,census_2001_ks
NM_1627_1,"KS019 - Rooms, amenities, central heating and lowest floor level",census_2001_ks
NM_1628_1,KS020 - Household composition,census_2001_ks
NM_1629_1,KS021 - Households with LLTI and dependent children,census_2001_ks
NM_1630_1,KS022 - Lone parent households with dependent children,census_2001_ks
NM_1631_1,KS023 - Communal establishment residents,census_2001_ks
NM_1632_1,KS024 - Migration,census_2001_ks
NM_1633_1,KS025 - Knowledge of Welsh,census_2001_ks
NM_1634_1,KS001 - Usual resident population,census_2001_ks
NM_1635_1,UV001 - Population,census_2001_uv
NM_1636_1,UV003 - Sex,census_2001_uv
NM_1637_1,UV004 - Age,census_2001_uv
NM_1638_1,UV005 - Schoolchildren and students in full time education living away from home during term-time,census_2001_uv
NM_1639_1,UV006 - Dependent children,census_2001_uv
NM_1640_1,UV007 - Marital status,census_2001_uv
NM_1641_1,UV008 - Country of birth,census_2001_uv
NM_1642_1,UV009 - Ethnic group,census_2001_uv
NM_1643_1,UV013 - Knowledge of Welsh,census_2001_uv
NM_1644_1,UV015 - Religion,census_2001_uv
NM_1645_1,UV020 - General health,census_2001_uv
NM_1646_1,UV021 - Provision of unpaid care,census_2001_uv
NM_1647_1,UV022 - Limiting long-term illness,census_2001_uv
NM_1648_1,UV023 - Migration,census_2001_uv
NM_1649_1,UV024 - Qualifications,census_2001_uv
NM_1650_1,UV027 - Time since last worked,census_2001_uv
NM_1651_1,UV028 - Economic activity,census_2001_uv
NM_1652_1,UV029 - Economic activity - full time students,census_2001_uv
NM_1653_1,UV030 - Occupation,census_2001_uv
NM_1654_1,UV031 - NS-SeC,census_2001_uv
NM_1655_1,UV032 - NS-SeC of Household Reference Person (HRP),census_2001_uv
NM_1656_1,UV033 - NS-SeC of Household Reference Person (All people),census_2001_uv
NM_1657_1,UV034 - Industry,census_2001_uv
NM_1658_1,UV035 - Distance travelled to work,census_2001_uv
NM_1659_1,UV037 - Method of travel to work,census_2001_uv
NM_1660_1,UV039 - Method of travel to work - resident population,census_2001_uv
NM_1661_1,UV041 - Hours Worked,census_2001_uv
NM_1662_1,UV042 - Accommodation type (people),census_2001_uv
NM_1663_1,UV043 - Tenure,census_2001_uv
NM_1664_1,UV045 - Tenure of pensioners,census_2001_uv
NM_1665_1,UV046 - Household composition (People),census_2001_uv
NM_1666_1,UV047 - Household composition (People) (alternative classification),census_2001_uv
NM_1667_1,UV048 - People aged 18-64 in single adult households,census_2001_uv
NM_1668_1,UV050 - Approximated social grade,census_2001_uv
NM_1669_1,UV051 - Number of people living in households,census_2001_uv
NM_1670_1,UV052 - Migration (households),census_2001_uv
NM_1671_1,UV053 - Housing stock,census_2001_uv
NM_1672_1,UV055 - Dwellings,census_2001_uv
NM_1673_1,UV056 - Accommodation type (households),census_2001_uv
NM_1674_1,UV057 - Number of rooms,census_2001_uv
NM_1675_1,UV058 - Persons per room,census_2001_uv
NM_1676_1,UV059 - Occupancy,census_2001_uv
NM_1677_1,UV060 - Amenities,census_2001_uv
NM_1678_1,UV061 - Lowest floor level,census_2001_uv
NM_1679_1,UV062 - Cars or vans,census_2001_uv
NM_1680_1,UV063 - Tenure households,census_2001_uv
NM_1681_1,UV065 - Household composition (households),census_2001_uv
NM_1682_1,UV066 - Household Composition (Households) (Alternative Classification),census_2001_uv
NM_1683_1,UV067 - Households By Selected Household Characteristics,census_2001_uv
NM_1684_1,UV068 - Household type,census_2001_uv
NM_1685_1,UV069 - Multiple Ethnic Groups,census_2001_uv
NM_1686_1,UV070 - Communal Establishments,census_2001_uv
NM_1687_1,UV071 - Communal establishment residents,census_2001_uv
NM_1688_1,UV073 - All People In Communal Establishments,census_2001_uv
NM_1689_1,UV075 - Age (workplace population),census_2001_uv
NM_1690_1,UV076 - NS-SeC (workplace population),census_2001_uv
NM_1691_1,UV078 - Approximated Social Grade (Workplace Population),census_2001_uv
NM_1692_1,UV080 - Distance Travelled To Work (Workplace Population),census_2001_uv
NM_1693_1,UV082 - Living Arrangements,census_2001_uv
NM_1694_1,UV083 - Persons per room,census_2001_uv
NM_1695_1,UV085 - Residents In Households By NS-Sec Of Household Reference Person Under Pensionable Age,census_2001_uv
NM_1696_1,UV093 - Same-Sex Couples,census_2001_uv
NM_1697_1,UV002 - Population density,census_2001_uv
NM_1698_1,UV081 - Armed forces,census_2001_uv
NM_1701_1,CS001 - Age by sex and resident type,census_2001_cs
NM_1702_1,CS002 - Age by sex and marital status,census_2001_cs
NM_1703_1,CS003 - Age of Household Reference Person (HRP) by sex and marital status,census_2001_cs
NM_1704_1,CS004 - Age by sex and living arrangements,census_2001_cs
NM_1705_1,CS005 - Age of Household Reference Person (HRP) by sex and living arrangements,census_2001_cs
NM_1707_1,CS007 - Age of Family Reference Person (FRP) and number and age of dependent children by family type,census_2001_cs
NM_1708_1,CS008 - Resident type and age by migration (OA/Ward Only),census_2001_cs
NM_1709_1,CS009 - Age (of HRP) and number of dependent children by migration of households (OA/Ward Only),census_2001_cs
NM_1710_1,CS010 - Household composition by migration of households (OA/Ward Only),census_2001_cs
NM_1711_1,CS011 - Family composition by age of Family Reference Person (FRP),census_2001_cs
NM_1712_1,CS012 - Schoolchildren and students in full-time education living away from home in term-time by age,census_2001_cs
NM_1713_1,CS013 - Age of Household Reference Person (HRP) and tenure by economic activity of HRP,census_2001_cs
NM_1714_1,CS014 - Age and dependent children by household type (adults),census_2001_cs
NM_1715_1,CS015 - Country of birth by sex,census_2001_cs
NM_1716_1,CS016 - Sex and age by general health and limiting long-term illness,census_2001_cs
NM_1717_1,CS017 - Tenure and age by general health and limiting long-term illness,census_2001_cs
NM_1718_1,CS018 - Sex and amenities and central heating by general health and limiting long-term illness,census_2001_cs
NM_1719_1,CS019 - General health and limiting long-term illness and occupancy rating by age,census_2001_cs
NM_1720_1,CS020 - Limiting long-term illness and age by accommodation type and lowest floor level of accommodation,census_2001_cs
NM_1721_1,CS021 - Economic activity by sex and limiting long-term illness,census_2001_cs
NM_1722_1,CS022 - Sex and number of cars or vans in household by general health and limiting long-term illness,census_2001_cs
NM_1723_1,CS023 - Age and general health by NS-Sec,census_2001_cs
NM_1724_1,CS024 - Age and limiting long-term illness by NS-SeC,census_2001_cs
NM_1725_1,CS025 - Sex and age by general health and provision of unpaid care,census_2001_cs
NM_1726_1,CS026 - Sex and economic activity by general health and provision of unpaid care,census_2001_cs
NM_1727_1,CS027 - Households with a person with limiting long-term illness (LLTI) and their age by number of carers in household and economic activity,census_2001_cs
NM_1728_1,CS028 - Sex and age by economic activity,census_2001_cs
NM_1729_1,CS029 - sex and age by hours worked,census_2001_cs
NM_1730_1,CS030 - Sex and economic activity by living arrangements,census_2001_cs
NM_1731_1,CS031 - Family composition and number of dependent children by economic activity,census_2001_cs
NM_1732_1,CS032 - Sex and age and level of qualifications by economic activity,census_2001_cs
NM_1733_1,CS033 - Sex and occupation by age,census_2001_cs
NM_1734_1,CS034 - Former occupation by age,census_2001_cs
NM_1735_1,CS035 - Sex and occupation by employment status and hours worked,census_2001_cs
NM_1736_1,CS036 - Sex and industry by age,census_2001_cs
NM_1737_1,CS037 - Former industry by age,census_2001_cs
NM_1738_1,CS038 - Sex and industry by employment status and hours worked,census_2001_cs
NM_1739_1,CS039 - Occupation by industry,census_2001_cs
NM_1740_1,CS040 - Sex and occupation by hours worked,census_2001_cs
NM_1741_1,CS041 - Economic activity and time since last worked by age,census_2001_cs
NM_1742_1,CS042 - NS-SeC by age,census_2001_cs
NM_1743_1,CS043 - NS-SeC by economic activity,census_2001_cs
NM_1744_1,CS044 - NS-SeC of Household Reference Person (HRP) by household composition,census_2001_cs
NM_1745_1,CS045 - NS-SeC of Household Reference Person (HRP) by age (HRP),census_2001_cs
NM_1746_1,CS046 - NS-SeC of Household Reference Person (HRP) by tenure,census_2001_cs
NM_1747_1,CS047 - NS-SeC by tenure,census_2001_cs
NM_1748_1,CS048 - Dwelling type and accommodation type by household space type,census_2001_cs
NM_1749_1,CS049 - Dwelling type and accommodation type by tenure (households and dwellings),census_2001_cs
NM_1750_1,CS050 - Dwelling type and accommodation type by tenure (people),census_2001_cs
NM_1751_1,CS051 - Tenure and household size by number of rooms,census_2001_cs
NM_1752_1,CS052 - Tenure and persons per room by accommodation type,census_2001_cs
NM_1753_1,CS053 - Household composition by tenure and occupancy rating,census_2001_cs
NM_1754_1,CS054 - Shared/unshared dwelling and central heating and occupancy rating by age,census_2001_cs
NM_1755_1,CS055 - Dwelling type and accommodation type and central heating by tenure,census_2001_cs
NM_1756_1,CS056 - Tenure and amenities by household composition,census_2001_cs
NM_1757_1,CS057 - Tenure and lowest floor level by household composition,census_2001_cs
NM_1759_1,CS059 - Accommodation type and car or van availability by number of people aged 17 or over in the household,census_2001_cs
NM_1760_1,CS060 - Tenure and car or van availability by number of people aged 17 or over in the household,census_2001_cs
NM_1761_1,CS061 - Tenure and car or van availability by economic activity,census_2001_cs
NM_1762_1,CS062 - Household composition by number of cars or vans available,census_2001_cs
NM_1763_1,CS063 - Economic activity and age of full time students by household type,census_2001_cs
NM_1764_1,CS064 - Households with full time students away from home and age of student by number of students,census_2001_cs
NM_1765_1,CS065 - Sex and age by general health and limiting long-term illness,census_2001_cs
NM_1766_1,CS066 - Sex and approximated social grade by age,census_2001_cs
NM_1767_1,CS067 - Age of Household Reference Person (HRP) and dependent children by approximated social grade,census_2001_cs
NM_1768_1,CS068 - Age and dependent children by household type (HRPs),census_2001_cs
NM_1769_1,CS103 - Sex and age by religion,census_2001_cs
NM_1770_1,CS105 - Age by highest level of qualification,census_2001_cs
NM_1771_1,CS113 - Occupation by highest level of qualification,census_2001_cs
NM_1772_1,CS114 - NS-Sec by highest level of qualification,census_2001_cs
NM_1773_1,CS118 - Number of employed people and method of travel to work by number of cars or vans in household,census_2001_cs
NM_1774_1,CS119 - Sex and age by method of travel to work,census_2001_cs
NM_1775_1,CS120 - Sex and age by distance travelled to work,census_2001_cs
NM_1776_1,CS121 - Sex and distance travelled to work by method of travel to work,census_2001_cs
NM_1777_1,CS122 - NS-Sec by method of travel to work,census_2001_cs
NM_1778_1,CS126 - Type of Communal Establishment by resident type and sex,census_2001_cs
NM_1779_1,CS133 - Sex and age by knowledge of Welsh,census_2001_cs
NM_1780_1,CS145 - Type of communal establishment by knowledge of Welsh,census_2001_cs
NM_1781_1,CS146 - Sex and age by ability to speak Welsh,census_2001_cs
NM_1782_1,CS147 - Type of communal establishment by ability to speak Welsh,census_2001_cs
NM_1783_1,CT001 - Theme table on all dependent children in households,census_2001_ct
NM_1784_1,CT002 - Theme table on people aged 50 and over,census_2001_ct
NM_1785_1,CT003 - Theme table on ethnic group - people,census_2001_ct
NM_1786_1,CT004 - Theme table on ethnic group of Household Reference Person(HRP) - households,census_2001_ct
NM_1787_1,CT005 - Theme table on all persons,census_2001_ct
NM_1788_1,CT006 - Theme table on Welsh language,census_2001_ct
NM_1789_1,CT009 - Theme table on ability to speak Welsh,census_2001_ct
NM_1790_1,CT010 - Theme table on religion - people,census_2001_ct
NM_1791_1,CT011 - Theme table on religion of Household Reference Person (HRP) - households,census_2001_ct
NM_1801_1,ST001 - Age by sex and resident type,census_2001_st
NM_1802_1,ST002 - Age by sex and marital status,census_2001_st
NM_1803_1,ST003 - Age of Household Reference Person (HRP) by sex and marital status (Headship),census_2001_st
NM_1804_1,ST004 - Age by sex and living arrangements,census_2001_st
NM_1805_1,ST005 - Age of household reference person (HRP) by sex and living arrangements,census_2001_st
NM_1806_1,ST006 - Age of Family Reference Person (FRP) and number of dependent children by family type,census_2001_st
NM_1807_1,ST007 - Age of Family Reference (FRP) and number and age of dependent children by family type,census_2001_st
NM_1808_1,ST008 - Resident type and sex and age by migration,census_2001_st
NM_1809_1,ST009 - Age of Household Reference Person (HRP) and number of dependent children by migration of households,census_2001_st
NM_1810_1,ST010 - Household composition by migration of households,census_2001_st
NM_1811_1,ST011 - Family composition by age of Family Reference Person (FRP),census_2001_st
NM_1812_1,ST012 - Schoolchildren and students in full-time education living away from home in term-time by age,census_2001_st
NM_1813_1,ST013 - Age of Household Reference Person (HRP) and tenure by economic activity,census_2001_st
NM_1814_1,ST014 - Age and dependent children by household type (Adults),census_2001_st
NM_1815_1,ST015 - Country of birth by sex and age,census_2001_st
NM_1816_1,ST016 - Sex and age by general health and limiting long-term illness,census_2001_st
NM_1817_1,ST017 - Tenure and age by general health and limiting long-term illness,census_2001_st
NM_1818_1,ST018 - Sex and amenities and central heating by general health and limiting long-term illness,census_2001_st
NM_1819_1,ST019 - General health and limiting long-term illness and occupancy rating by age,census_2001_st
NM_1820_1,ST020 - Limiting long-term illness and age by accommodation type and lowest floor level of accommodation,census_2001_st
NM_1821_1,ST021 - Economic activity and hours worked by sex and limiting long-term illness,census_2001_st
NM_1822_1,ST022 - Sex and number of cars in household by general health and limiting long-term illness,census_2001_st
NM_1823_1,ST023 - Sex and age and general health by NS-SeC,census_2001_st
NM_1824_1,ST024 - Sex and age and limiting long-term illness by NS-SeC,census_2001_st
NM_1825_1,ST025 - Sex and age by general health and provision of unpaid care,census_2001_st
NM_1826_1,ST026 - Sex and economic activity by general health and provision of unpaid care,census_2001_st
NM_1827_1,ST027 - Households with a person with a LLTI and their age by number of carers in household and economic activity,census_2001_st
NM_1828_1,ST028 - Sex and age by economic activity,census_2001_st
NM_1829_1,ST029 - Sex and age by hours worked,census_2001_st
NM_1830_1,ST030 - Sex and economic activity by living arrangements,census_2001_st
NM_1831_1,ST031 - Family composition and number of dependent children by sex and economic activity,census_2001_st
NM_1832_1,ST032 - Sex and age and level of qualifications by economic activity,census_2001_st
NM_1833_1,ST033 - Sex and occupation by age,census_2001_st
NM_1834_1,ST034 - Sex and former occupation by age,census_2001_st
NM_1835_1,ST035 - Sex and occupation by employment status and hours worked,census_2001_st
NM_1836_1,ST036 - Sex and industry by age,census_2001_st
NM_1837_1,ST037 - Sex and former industry by age,census_2001_st
NM_1838_1,ST038 - Sex and industry by employment status and hours worked,census_2001_st
